No_of_Stocks,Portfolio_Value,Profit_From_Initial_Capital,Current_Position,Current Position,drawdown,drawdown2
0.0,2408025.6400000015,140.80256400000016,,0,0.0,0.0
129.0,2408025.6400000015,140.80256400000016,,0,0.0,0.0
0.0,2414234.4100000015,141.42344100000014,,0,0.0,0.0
0.0,2414234.4100000015,141.42344100000014,,0,0.0,0.0
0.0,2414234.4100000015,141.42344100000014,,0,0.0,0.0
126.0,2414234.4100000015,141.42344100000014,,0,0.0,0.0
0.0,2358681.0100000016,135.86810100000017,,0,2.355273975771733,2.355273975771733
137.0,2358681.0100000016,135.86810100000017,,0,0.0,2.355273975771733
0.0,2357317.8600000017,135.73178600000017,,0,0.057826312824860455,2.4144622566937057
133.0,2357317.8600000017,135.73178600000017,,0,0.0,2.4144622566937057
0.0,2419181.4800000023,141.91814800000023,,0,0.0,0.0
122.0,2419181.4800000023,141.91814800000023,,0,0.0,0.0
0.0,2305610.4600000028,130.56104600000026,,0,4.9258546476233205,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
108.0,2305610.4600000028,130.56104600000026,,0,0.0,4.9258546476233205
0.0,2463467.5800000024,146.34675800000022,,0,0.0,0.0
106.0,2463467.5800000024,146.34675800000022,,0,0.0,0.0
0.0,2539174.9000000027,153.91749000000027,,0,0.0,0.0
108.0,2539174.9000000027,153.91749000000027,,0,0.0,0.0
0.0,2459707.4200000023,145.97074200000023,,0,3.230769617306776,3.230769617306776
103.0,2459707.4200000023,145.97074200000023,,0,0.0,3.230769617306776
0.0,2400170.330000002,140.0170330000002,,0,2.480536037623641,5.791446059580307
101.0,2400170.330000002,140.0170330000002,,0,0.0,5.791446059580307
0.0,2499480.600000002,149.9480600000002,,0,0.0,1.5881019440599264
94.0,2499480.600000002,149.9480600000002,,0,0.0,1.5881019440599264
0.0,2479577.980000002,147.95779800000017,,0,0.8026615884046566,2.4035106167542595
91.0,2479577.980000002,147.95779800000017,,0,0.0,2.4035106167542595
0.0,2507386.670000002,150.7386670000002,,0,0.0,1.2677833211899818
86.0,2507386.670000002,150.7386670000002,,0,0.0,1.2677833211899818
0.0,2511522.410000002,151.1522410000002,,0,0.0,1.1010250153412195
0.0,2511522.410000002,151.1522410000002,,0,0.0,1.1010250153412195
78.0,2511522.410000002,151.1522410000002,,0,0.0,1.1010250153412195
0.0,2575616.570000002,157.56165700000022,,0,0.0,0.0
80.0,2575616.570000002,157.56165700000022,,0,0.0,0.0
0.0,2732482.1700000023,173.2482170000002,,0,0.0,0.0
74.0,2732482.1700000023,173.2482170000002,,0,0.0,0.0
0.0,2929538.250000002,192.95382500000017,,0,0.0,0.0
72.0,2929538.250000002,192.95382500000017,,0,0.0,0.0
0.0,2893927.770000002,189.3927770000002,,0,1.230524146772328,1.230524146772328
75.0,2893927.770000002,189.3927770000002,,0,0.0,1.230524146772328
0.0,2688011.5200000023,168.80115200000023,,0,7.660541945891637,8.985330911081784
0.0,2688011.5200000023,168.80115200000023,,0,0.0,8.985330911081784
71.0,2688011.5200000023,168.80115200000023,,0,0.0,8.985330911081784
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
91.0,2813903.0400000024,181.39030400000024,,0,0.0,4.109424111500281
0.0,3004551.680000002,200.45516800000019,,0,0.0,0.0
93.0,3004551.680000002,200.45516800000019,,0,0.0,0.0
0.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
0.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
0.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
0.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
0.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
88.0,3021468.380000002,202.14683800000023,,0,0.0,0.0
